Id_recorrido,nombre_estacion_origen,hora_origen
17545747BAEcobici,278 - Donato Alvarez,7
17642650BAEcobici,335 - General Urquiza,18
17541895BAEcobici,089 - Cabello,20
17686767BAEcobici,189 - POSADAS,7
17613686BAEcobici,142 - ARMENIA,17
17510776BAEcobici,292 - PLAZA BOLIVIA,9
17427780BAEcobici,171 - Pasteur,13
17553823BAEcobici,159 - Fitz Roy & Gorriti,19
17527520BAEcobici,111 - MACACHA GUEMES,17
17451911BAEcobici,255 - BARRANCAS DE BELGRANO,9
17654423BAEcobici,056 - Plaza Palermo Viejo,16
17600294BAEcobici,160 - Godoy Cruz y Libertador,17
17428624BAEcobici,266 - PLAZA SABATTINI,14
17558204BAEcobici,147 - Constitución,12
17696348BAEcobici,001 - FACULTAD DE DERECHO,20
17456925BAEcobici,164 - FACULTAD DE INGENIERIA,17
17656964BAEcobici,261 - QUINTEROS LIDORO,18
17409775BAEcobici,190 - JUNCAL,18
17595588BAEcobici,138 - Hospital Britanico,11
17640052BAEcobici,003 - ADUANA,16
17497629BAEcobici,222 - SIMON BOLIVAR,8
17650268BAEcobici,146 - Hospital Francés,10
17471636BAEcobici,136 - Acevedo,19
17447728BAEcobici,345 - Plaza Mafalda,21
17538959BAEcobici,144 - PUEYRREDÓN,17
17513015BAEcobici,345 - Plaza Mafalda,13
17465601BAEcobici,375 - Ciudad Universitaria I,11
17687225BAEcobici,387 - Luna,8
17416534BAEcobici,175 - PLAZA MACKENNA,19
17382285BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,14
17674321BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,7
17611617BAEcobici,147 - Constitución,15
17573783BAEcobici,016 - Legislatura,17
17390706BAEcobici,130 - RETIRO II,7
17487334BAEcobici,260 - SAN MIGUEL DE GARICOITS,6
17388230BAEcobici,071 - CERRITO,21
17672040BAEcobici,373 - Jorgelina De Simone,22
17510140BAEcobici,120 - HOSPITAL RAMOS MEJIA,8
17392579BAEcobici,132 - CORRIENTES,10
17636364BAEcobici,007 - OBELISCO,10
17616904BAEcobici,359 - PLAZA BALCARCE,23
17681370BAEcobici,184 - Pedro Echague,17
17648097BAEcobici,288 - SECRETARÍA DE DEPORTES,7
17558095BAEcobici,259 - PLAZA CASTELLI,12
17574804BAEcobici,249 - Balbín,18
17502785BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,17
17527380BAEcobici,354 - José Martí,17
17598810BAEcobici,280 - JURAMENTO,16
17667159BAEcobici,333 - PARQUE DE LA ESTACIÓN,15
17440976BAEcobici,110 - PLAZA CD DE BANFF,13
17666231BAEcobici,085 - AGUERO,13
17388455BAEcobici,021 - Parque Patricios,22
17531315BAEcobici,087 - Guayaquil,23
17579269BAEcobici,130 - RETIRO II,6
17558604BAEcobici,257 - Plaza Francisco Ramirez,14
17694310BAEcobici,035 - INGENIERO BUTTY,17
17629226BAEcobici,371 - Paseo de las Americas,12
17511144BAEcobici,124 - UGARTECHE,10
17384080BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,17
17662501BAEcobici,290 - Club Excursionistas,8
17451869BAEcobici,079 - AZUCENA VILLAFLOR,9
17427263BAEcobici,159 - Fitz Roy & Gorriti,12
17576410BAEcobici,387 - Luna,20
17575454BAEcobici,121 - YATAY,18
17514245BAEcobici,066 - Billinghurst,15
17617142BAEcobici,276 - PRIMERA JUNTA,23
17506179BAEcobici,080 - VALLE,20
17468796BAEcobici,104 - Federico Lacroze,16
17655958BAEcobici,131- HOSPITAL DE CLÍNICAS,17
17542771BAEcobici,130 - RETIRO II,21
17523271BAEcobici,116 - HOSPITAL ALEMÁN,10
17671199BAEcobici,240 - ECHEVERRIA,19
17622177BAEcobici,065 - Julián Álvarez,20
17433624BAEcobici,037- Claudia Pía Braudracco,20
17434140BAEcobici,207 - PLAZA ARENALES,20
17680849BAEcobici,161 - Humahuaca,17
17517013BAEcobici,334 - CENTRO DE EXPOSICIONES,19
17513933BAEcobici,064 - RIOBAMBA,15
17544097BAEcobici,103 - MALBA,0
17384875BAEcobici,010 - Madero UCA,18
17397987BAEcobici,160 - Godoy Cruz y Libertador,18
17532106BAEcobici,008 - Congreso,4
17417247BAEcobici,183 - VIRREY CEVALLOS,22
17669769BAEcobici,182 - RAVIGNANI Y GUATEMALA,18
17477857BAEcobici,274 - Gavilán,9
17641961BAEcobici,251 - Solar de la Abadía,17
17652280BAEcobici,105 - PARQUE SAAVEDRA,13
17468177BAEcobici,158 - VILLARROEL,15
17654970BAEcobici,161 - Humahuaca,17
17409663BAEcobici,010 - Madero UCA,18
17431591BAEcobici,111 - MACACHA GUEMES,18
17391737BAEcobici,144 - PUEYRREDÓN,8
17449066BAEcobici,219 - Parque Chacabuco II,0
17537189BAEcobici,059 - Coronel Diaz,14
17494022BAEcobici,054 - Acuña de Figueroa,18
17697524BAEcobici,054 - Acuña de Figueroa,22
17504939BAEcobici,066 - Billinghurst,19
17618982BAEcobici,254 - Plaza Rafael Hernandez,11
17680218BAEcobici,163 - ONCE II,16
17381966BAEcobici,064 - RIOBAMBA,14
17641684BAEcobici,007 - OBELISCO,17
17689740BAEcobici,023 - Suipacha,12
17518839BAEcobici,164 - FACULTAD DE INGENIERIA,21
17551216BAEcobici,014 - Pacifico,16
17438494BAEcobici,027 - Montevideo,9
17445764BAEcobici,041 - PARQUE PATRICIOS II,19
17450129BAEcobici,063 - Reconquista,6
17402791BAEcobici,166 - Cementerio de Recoleta,7
17413308BAEcobici,373 - Jorgelina De Simone,2
17377103BAEcobici,384 - PLAZA BENITO NAZAR,6
17567229BAEcobici,359 - PLAZA BALCARCE,7
17604928BAEcobici,256 - PLAZA NORUEGA,1
17682344BAEcobici,131- HOSPITAL DE CLÍNICAS,18
17543349BAEcobici,014 - Pacifico,22
17500846BAEcobici,156 - Plaza Alemania,14
17666426BAEcobici,113 - Guatemala,14
17531646BAEcobici,249 - Balbín,0
17554865BAEcobici,091 - Pasco,21
17617049BAEcobici,191 - Rivadavia y 9 de Julio,23
17614913BAEcobici,005 - Plaza Italia,19
17637912BAEcobici,097 - Avelino Diaz,13
17554951BAEcobici,044 - Ecoparque,21
17485287BAEcobici,018 - Independencia,21
17614017BAEcobici,147 - Constitución,18
17580453BAEcobici,076 - Ayacucho,8
17519324BAEcobici,121 - YATAY,22
17395792BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,16
17598975BAEcobici,309 - UTN II,16
17426084BAEcobici,113 - Guatemala,9
17648424BAEcobici,100 - Plaza Gurruchaga,8
17439170BAEcobici,381 - Matienzo Y Arce,10
17497841BAEcobici,177 -PLANETARIO,8
17683613BAEcobici,029 - Parque Centenario,20
17472844BAEcobici,003 - ADUANA,20
17438037BAEcobici,234 - AVENIDA TRIUNVIRATO,8
17528163BAEcobici,041 - PARQUE PATRICIOS II,18
17641330BAEcobici,336 - La Pampa,17
17594213BAEcobici,278 - Donato Alvarez,9
17601784BAEcobici,156 - Plaza Alemania,19
17546956BAEcobici,292 - PLAZA BOLIVIA,9
17613501BAEcobici,262 - Holmberg,17
17406610BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,14
17435613BAEcobici,009 - Parque Las Heras,0
17587994BAEcobici,001 - FACULTAD DE DERECHO,18
17695965BAEcobici,379 - PARQUE SARMIENTO II,19
17537104BAEcobici,003 - ADUANA,14
17474622BAEcobici,083 - Paraná,0
17569958BAEcobici,224 - BAIGORRIA,12
17423179BAEcobici,288 - SECRETARÍA DE DEPORTES,1
17445939BAEcobici,267 - Plaza 25 De Agosto,19
17652564BAEcobici,054 - Acuña de Figueroa,14
17466382BAEcobici,346 - Plaza Zapiola,12
17626304BAEcobici,069 - Ecuador,18
17609295BAEcobici,281 - Villa Urquiza,12
17653202BAEcobici,272 - Plaza Bruno Giordano,15
17668928BAEcobici,373 - Jorgelina De Simone,17
17408410BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,16
17508424BAEcobici,394 - Av. La Plata,5
17474668BAEcobici,251 - Solar de la Abadía,0
17672706BAEcobici,181 - BILLINGHURST Y MANSILLA,0
17665537BAEcobici,244 - UADE,12
17490015BAEcobici,178 - José Marmol,19
17485873BAEcobici,292 - PLAZA BOLIVIA,22
17444643BAEcobici,063 - Reconquista,18
17452882BAEcobici,066 - Billinghurst,11
17598219BAEcobici,063 - Reconquista,15
17608652BAEcobici,352 - San Jose de Flores,11
17481021BAEcobici,350 - Plaza Irlanda,15
17616163BAEcobici,113 - Guatemala,21
17414133BAEcobici,013 - ONCE,9
17649898BAEcobici,082 - HOSPITAL ITALIANO,10
17599096BAEcobici,031 - Padilla,16
17653730BAEcobici,336 - La Pampa,15
17506399BAEcobici,183 - VIRREY CEVALLOS,21
17429545BAEcobici,026 - JUANA MANSO I,16
17416247BAEcobici,159 - Fitz Roy & Gorriti,18
17684465BAEcobici,177 -PLANETARIO,21
17600352BAEcobici,225 - HOSPITAL TORNU,17
17529898BAEcobici,328 - SARMIENTO II,20
17511293BAEcobici,089 - Cabello,10
17472513BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,20
17529650BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,20
17457354BAEcobici,102 - ROSETI,18
17384555BAEcobici,190 - JUNCAL,17
17444322BAEcobici,014 - Pacifico,17
17650032BAEcobici,071 - CERRITO,10
17393133BAEcobici,350 - Plaza Irlanda,11
17408121BAEcobici,117 - HUMBERTO 1°,16
17524489BAEcobici,085 - AGUERO,12
17549874BAEcobici,073 - Ruy Díaz de Guzmán,13
17588853BAEcobici,135 - MARCELO T. DE ALVEAR,19
17469520BAEcobici,182 - RAVIGNANI Y GUATEMALA,17
17487531BAEcobici,152 - JULIETA LANTERI,7
17497637BAEcobici,063 - Reconquista,8
17540594BAEcobici,219 - Parque Chacabuco II,18
17667893BAEcobici,039 - Plaza Don Bosco,16
17619071BAEcobici,023 - Suipacha,12
17694734BAEcobici,073 - Ruy Díaz de Guzmán,18
17497461BAEcobici,117 - HUMBERTO 1°,8
17379720BAEcobici,008 - Congreso,10
17517522BAEcobici,324 - Las Victorias,19
17559100BAEcobici,278 - Donato Alvarez,15
17403037BAEcobici,094 - GÚZMAN,7
17502595BAEcobici,327 - PLAZA RICCHERI,17
17663955BAEcobici,002 - Retiro I,10
17470045BAEcobici,215 - HOSPITAL ALVAREZ,17
17412759BAEcobici,092 - Salcedo,23
17519589BAEcobici,142 - ARMENIA,23
17609042BAEcobici,022 - Arenales,12
17460551BAEcobici,287 - Belaustegui,21
17545721BAEcobici,298 - PLAZA DR. JUAN B. TERAN,7
17449247BAEcobici,270 - PLAZA DEL ANGEL GRIS,1
17448632BAEcobici,378 - AGRONOMIA,23
17621674BAEcobici,152 - JULIETA LANTERI,18
17613314BAEcobici,005 - Plaza Italia,17
17479463BAEcobici,064 - RIOBAMBA,12
17629505BAEcobici,259 - PLAZA CASTELLI,13
17496300BAEcobici,316 - Buenos Aires,6
17508815BAEcobici,013 - ONCE,6
17559934BAEcobici,070 - ARAOZ,18
17674718BAEcobici,130 - RETIRO II,8
17689463BAEcobici,281 - Villa Urquiza,11
17436084BAEcobici,015 - AMENABAR,2
17686183BAEcobici,266 - PLAZA SABATTINI,4
17386590BAEcobici,163 - ONCE II,19
17505877BAEcobici,347 - CARABOBO,20
17547915BAEcobici,360 - Plaza Ramon Falcon,10
17665624BAEcobici,009 - Parque Las Heras,12
17606851BAEcobici,191 - Rivadavia y 9 de Julio,8
17648859BAEcobici,133 - BEIRO Y SEGUROLA,8
17482005BAEcobici,331 - CALIFORNIA,17
17505749BAEcobici,206 - Galicia,20
17456043BAEcobici,147 - Constitución,16
17595943BAEcobici,150 - RODRIGO BUENO,12
17673234BAEcobici,117 - HUMBERTO 1°,4
17587026BAEcobici,099 - Malabia,17
17617746BAEcobici,379 - PARQUE SARMIENTO II,2
17638020BAEcobici,174 - MINISTERIO DE EDUCACION,13
17410479BAEcobici,055 - HABANA,19
17423069BAEcobici,066 - Billinghurst,1
17638670BAEcobici,117 - HUMBERTO 1°,14
17507452BAEcobici,390 - De Los Ombues,23
17630310BAEcobici,327 - PLAZA RICCHERI,15
17484661BAEcobici,334 - CENTRO DE EXPOSICIONES,20
17504970BAEcobici,008 - Congreso,19
17666119BAEcobici,205 - SAN MARTIN,13
17549120BAEcobici,131- HOSPITAL DE CLÍNICAS,12
17657616BAEcobici,207 - PLAZA ARENALES,19
17582162BAEcobici,132 - CORRIENTES,11
17584073BAEcobici,267 - Plaza 25 De Agosto,14
17581951BAEcobici,100 - Plaza Gurruchaga,10
17594803BAEcobici,348 - Villa del Parque,10
17506637BAEcobici,259 - PLAZA CASTELLI,21
17630657BAEcobici,330 - Parque Avellaneda,16
17662788BAEcobici,033 - Facultad de Medicina,8
17613171BAEcobici,130 - RETIRO II,17
17418835BAEcobici,174 - MINISTERIO DE EDUCACION,9
17624451BAEcobici,065 - Julián Álvarez,13
17637906BAEcobici,333 - PARQUE DE LA ESTACIÓN,13
17609662BAEcobici,023 - Suipacha,13
17408470BAEcobici,057 - BELGRANO,16
17619103BAEcobici,280 - JURAMENTO,12
17641190BAEcobici,033 - Facultad de Medicina,17
17596864BAEcobici,045 - Uruguay,13
17457947BAEcobici,354 - José Martí,18
17574248BAEcobici,310 - FREIRE II,17
17385045BAEcobici,087 - Guayaquil,18
17515759BAEcobici,066 - Billinghurst,17
17485840BAEcobici,012 - Plaza Vicente Lopez,22
17635581BAEcobici,033 - Facultad de Medicina,9
17488159BAEcobici,336 - La Pampa,11
17454233BAEcobici,050 - Hospital Rivadavia,13
17626342BAEcobici,121 - YATAY,18
17686477BAEcobici,183 - VIRREY CEVALLOS,6
17606179BAEcobici,082 - HOSPITAL ITALIANO,7
17587012BAEcobici,093 - CARLOS CALVO,17
17397498BAEcobici,013 - ONCE,18
17688444BAEcobici,129 - Velasco,9
17624386BAEcobici,129 - Velasco,13
17406456BAEcobici,229 - RIGLOS,13
17608085BAEcobici,142 - ARMENIA,10
17597644BAEcobici,066 - Billinghurst,14
17586142BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,16
17631473BAEcobici,104 - Federico Lacroze,18
17451930BAEcobici,193 - ARENALES Y AGUERO,9
17686149BAEcobici,054 - Acuña de Figueroa,4
17456673BAEcobici,131- HOSPITAL DE CLÍNICAS,17
17567974BAEcobici,026 - JUANA MANSO I,8
17577376BAEcobici,260 - SAN MIGUEL DE GARICOITS,21
17572798BAEcobici,204 - Biarritz,16
17620097BAEcobici,178 - José Marmol,14
17667352BAEcobici,128 - PARQUE DEL BAJO,15
17525989BAEcobici,114 - DELLA PAOLERA,15
17589628BAEcobici,101 - Fitz Roy,20
17535429BAEcobici,200 - AUSTRIA Y FRENCH,11
17663315BAEcobici,032 - Catedral,9
17456163BAEcobici,168 - Estados Unidos,16
17418957BAEcobici,026 - JUANA MANSO I,10
17415510BAEcobici,316 - Buenos Aires,16
17582036BAEcobici,008 - Congreso,10
17380525BAEcobici,025 - Plaza Guemes,11
17681444BAEcobici,093 - CARLOS CALVO,17
17532584BAEcobici,384 - PLAZA BENITO NAZAR,7
17661999BAEcobici,089 - Cabello,7
17560178BAEcobici,009 - Parque Las Heras,18
17449817BAEcobici,032 - Catedral,6
17640528BAEcobici,178 - José Marmol,16
17428228BAEcobici,099 - Malabia,13
17473109BAEcobici,017 - Plaza Almagro,20
17454379BAEcobici,069 - Ecuador,14
17564450BAEcobici,378 - AGRONOMIA,16
17479733BAEcobici,160 - Godoy Cruz y Libertador,13
17482882BAEcobici,032 - Catedral,18
17677592BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,13
17545149BAEcobici,309 - UTN II,6
17649856BAEcobici,064 - RIOBAMBA,10
17378297BAEcobici,347 - CARABOBO,8
17647621BAEcobici,130 - RETIRO II,6
17464725BAEcobici,352 - San Jose de Flores,9
17509373BAEcobici,305 - Plaza Martin Rodriguez,7
17619181BAEcobici,148 -La Paternal,12
17461233BAEcobici,255 - BARRANCAS DE BELGRANO,23
17571315BAEcobici,276 - PRIMERA JUNTA,14
17493037BAEcobici,056 - Plaza Palermo Viejo,14
17694343BAEcobici,344 - UNIVERSIDAD DI TELLA,17
17619440BAEcobici,219 - Parque Chacabuco II,13
17516649BAEcobici,159 - Fitz Roy & Gorriti,18
17546559BAEcobici,205 - SAN MARTIN,8
17682200BAEcobici,252 - Tamborini,18
17503631BAEcobici,147 - Constitución,18
17560952BAEcobici,384 - PLAZA BENITO NAZAR,21
17680580BAEcobici,111 - MACACHA GUEMES,17
17395457BAEcobici,136 - Acevedo,16
17476092BAEcobici,082 - HOSPITAL ITALIANO,7
17576627BAEcobici,013 - ONCE,20
17696671BAEcobici,069 - Ecuador,20
17500119BAEcobici,065 - Julián Álvarez,13
17386814BAEcobici,067 - PARQUE SARMIENTO I,19
17636592BAEcobici,065 - Julián Álvarez,10
17608987BAEcobici,038 - Plaza Libertad,12
17539124BAEcobici,111 - MACACHA GUEMES,17
17539434BAEcobici,304 - Navarro,17
17435961BAEcobici,224 - BAIGORRIA,1
17438547BAEcobici,094 - GÚZMAN,9
17483299BAEcobici,075 - Plaza Primero de Mayo,18
17613428BAEcobici,371 - Paseo de las Americas,17
17572216BAEcobici,365 - Venancio Flores,15
17429282BAEcobici,114 - DELLA PAOLERA,15
17398046BAEcobici,352 - San Jose de Flores,18
17647340BAEcobici,184 - Pedro Echague,6
17396530BAEcobici,325 - MEDRANO,17
17630302BAEcobici,390 - De Los Ombues,15
17526979BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,17
17411520BAEcobici,276 - PRIMERA JUNTA,20
17440482BAEcobici,063 - Reconquista,12
17594828BAEcobici,259 - PLAZA CASTELLI,10
17594298BAEcobici,082 - HOSPITAL ITALIANO,9
17526618BAEcobici,010 - Madero UCA,16
17504038BAEcobici,366 - VILLA OLÍMPICA,18
17569045BAEcobici,061 - Ministerio de Economia,10
17504295BAEcobici,114 - DELLA PAOLERA,18
17652973BAEcobici,147 - Constitución,15
17389980BAEcobici,080 - VALLE,5
17666397BAEcobici,272 - Plaza Bruno Giordano,14
17434553BAEcobici,001 - FACULTAD DE DERECHO,21
17522222BAEcobici,032 - Catedral,8
17667005BAEcobici,144 - PUEYRREDÓN,14
17640827BAEcobici,335 - General Urquiza,16
17587028BAEcobici,002 - Retiro I,17
17592297BAEcobici,104 - Federico Lacroze,6
17385114BAEcobici,058 - Ministro Carranza,18
17642168BAEcobici,216 - EMILIO LAMARCA,17
17661187BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,6
17467655BAEcobici,348 - Villa del Parque,14
17519979BAEcobici,145 - RAVIGNANI,0
17385406BAEcobici,156 - Plaza Alemania,18
17469340BAEcobici,112 - 9 de Julio,17
17587556BAEcobici,238 - PLAZA LAS TOSCANERAS,18
17590101BAEcobici,087 - Guayaquil,20
17649404BAEcobici,135 - MARCELO T. DE ALVEAR,9
17596955BAEcobici,041 - PARQUE PATRICIOS II,13
17675220BAEcobici,089 - Cabello,9
17477706BAEcobici,167 - Hipólito Yrigoyen,9
17626426BAEcobici,169 - FACULTAD DE PSICOLOGIA,18
17593326BAEcobici,008 - Congreso,8
17385816BAEcobici,383 - BOEDO Y VENEZUELA,18
17610666BAEcobici,016 - Legislatura,14
17473829BAEcobici,102 - ROSETI,22
17393606BAEcobici,374 - Puan,12
17547574BAEcobici,135 - MARCELO T. DE ALVEAR,9
17663922BAEcobici,032 - Catedral,10
17553817BAEcobici,167 - Hipólito Yrigoyen,19
17550250BAEcobici,231 - Margariños Cervantes,14
17644372BAEcobici,189 - POSADAS,19
17594893BAEcobici,016 - Legislatura,10
17595423BAEcobici,135 - MARCELO T. DE ALVEAR,11
17531170BAEcobici,335 - General Urquiza,23
17511748BAEcobici,027 - Montevideo,11
17581098BAEcobici,008 - Congreso,9
17569915BAEcobici,167 - Hipólito Yrigoyen,12
17434825BAEcobici,383 - BOEDO Y VENEZUELA,22
17526710BAEcobici,269 - Plaza De La Misericordia,16
17622108BAEcobici,359 - PLAZA BALCARCE,20
17441851BAEcobici,172 - BRASIL,14
17435379BAEcobici,140 - Las Casas,23
17692507BAEcobici,005 - Plaza Italia,16
17516537BAEcobici,035 - INGENIERO BUTTY,18
17502880BAEcobici,360 - Plaza Ramon Falcon,17
17386019BAEcobici,160 - Godoy Cruz y Libertador,19
17616451BAEcobici,367 - Eva Perón,22
17623688BAEcobici,257 - Plaza Francisco Ramirez,10
17456234BAEcobici,374 - Puan,16
17484376BAEcobici,138 - Hospital Britanico,19
17671361BAEcobici,009 - Parque Las Heras,20
17395843BAEcobici,276 - PRIMERA JUNTA,16
17398589BAEcobici,023 - Suipacha,19
17560518BAEcobici,379 - PARQUE SARMIENTO II,19
17602212BAEcobici,273 - Plazoleta Colombia,19
17614589BAEcobici,255 - BARRANCAS DE BELGRANO,18
17471245BAEcobici,129 - Velasco,18
17636439BAEcobici,065 - Julián Álvarez,10
17382421BAEcobici,183 - VIRREY CEVALLOS,15
17513452BAEcobici,234 - AVENIDA TRIUNVIRATO,14
17691052BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,14
17414512BAEcobici,117 - HUMBERTO 1°,11
17467653BAEcobici,014 - Pacifico,14
17569574BAEcobici,099 - Malabia,11
17533330BAEcobici,393 - Barrio 31,8
17603566BAEcobici,178 - José Marmol,21
17391977BAEcobici,147 - Constitución,9
17615711BAEcobici,369 - PLAZA LARRAZABAL,20
17580923BAEcobici,161 - Humahuaca,9
17427178BAEcobici,374 - Puan,12
17547742BAEcobici,058 - Ministro Carranza,10
17606676BAEcobici,188 - Aranguren,8
17550215BAEcobici,287 - Belaustegui,14
17611218BAEcobici,132 - CORRIENTES,15
17639040BAEcobici,108 - Usina del Arte,14
17483854BAEcobici,056 - Plaza Palermo Viejo,19
17492122BAEcobici,044 - Ecoparque,9
17389026BAEcobici,079 - AZUCENA VILLAFLOR,0
17526926BAEcobici,316 - Buenos Aires,17
17668883BAEcobici,083 - Paraná,17
17538140BAEcobici,145 - RAVIGNANI,16
17660350BAEcobici,325 - MEDRANO,0
17564213BAEcobici,004 - Plaza Roma,16
17404524BAEcobici,156 - Plaza Alemania,10
17429888BAEcobici,006 - Parque Lezama,16
17650751BAEcobici,183 - VIRREY CEVALLOS,11
17617300BAEcobici,124 - UGARTECHE,0
17477842BAEcobici,152 - JULIETA LANTERI,9
17555069BAEcobici,146 - Hospital Francés,21
17614206BAEcobici,147 - Constitución,18
17633623BAEcobici,325 - MEDRANO,4
17662074BAEcobici,248 - Husares,7
17530511BAEcobici,128 - PARQUE DEL BAJO,21
17450846BAEcobici,178 - José Marmol,7
17483967BAEcobici,097 - Avelino Diaz,19
17448415BAEcobici,103 - MALBA,23
17515859BAEcobici,393 - Barrio 31,17
17467501BAEcobici,079 - AZUCENA VILLAFLOR,14
17665979BAEcobici,333 - PARQUE DE LA ESTACIÓN,13
17583843BAEcobici,009 - Parque Las Heras,13
17463692BAEcobici,027 - Montevideo,8
17486161BAEcobici,272 - Plaza Bruno Giordano,23
17596510BAEcobici,164 - FACULTAD DE INGENIERIA,13
17487663BAEcobici,015 - AMENABAR,8
17552941BAEcobici,200 - AUSTRIA Y FRENCH,18
17634329BAEcobici,018 - Independencia,7
17508416BAEcobici,144 - PUEYRREDÓN,5
17405879BAEcobici,364 - CERRETTI Y MANUELA PEDRAZA,12
17622283BAEcobici,030 - Peña,20
17608107BAEcobici,300 - Jose Artigas,10
17435240BAEcobici,281 - Villa Urquiza,23
17458778BAEcobici,114 - DELLA PAOLERA,19
17534627BAEcobici,093 - CARLOS CALVO,10
17439781BAEcobici,138 - Hospital Britanico,11
17584299BAEcobici,350 - Plaza Irlanda,14
17595891BAEcobici,118 - MEXICO,12
17432410BAEcobici,101 - Fitz Roy,19
17599575BAEcobici,008 - Congreso,17
17514749BAEcobici,093 - CARLOS CALVO,16
17511589BAEcobici,063 - Reconquista,11
17498115BAEcobici,188 - Aranguren,9
17509477BAEcobici,396 - PLAZA ALBERTI,7
17578482BAEcobici,023 - Suipacha,1
17637367BAEcobici,006 - Parque Lezama,12
17462956BAEcobici,082 - HOSPITAL ITALIANO,7
17511976BAEcobici,206 - Galicia,11
17444355BAEcobici,094 - GÚZMAN,17
17460502BAEcobici,144 - PUEYRREDÓN,21
17551391BAEcobici,190 - JUNCAL,16
17393491BAEcobici,350 - Plaza Irlanda,12
17688533BAEcobici,218 - Campana,9
17585262BAEcobici,104 - Federico Lacroze,15
17651047BAEcobici,036 - MAIPÚ,12
17566407BAEcobici,005 - Plaza Italia,0
17528000BAEcobici,065 - Julián Álvarez,18
17576366BAEcobici,277 - Coghlan,20
17667804BAEcobici,149 - LIMA,15
17678819BAEcobici,029 - Parque Centenario,14
17664886BAEcobici,189 - POSADAS,11
17487526BAEcobici,155 - Parque José Evaristo Uriburu,7
17658868BAEcobici,259 - PLAZA CASTELLI,20
17674729BAEcobici,014 - Pacifico,8
17646602BAEcobici,151 - AIME PAINÉ,0
17569758BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,12
17559351BAEcobici,152 - JULIETA LANTERI,16
17477475BAEcobici,172 - BRASIL,9
17412533BAEcobici,102 - ROSETI,23
17668994BAEcobici,229 - RIGLOS,17
17470978BAEcobici,059 - Coronel Diaz,18
17478793BAEcobici,131- HOSPITAL DE CLÍNICAS,11
17552038BAEcobici,104 - Federico Lacroze,17
17414977BAEcobici,147 - Constitución,13
17520580BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,4
17477810BAEcobici,254 - Plaza Rafael Hernandez,9
17537179BAEcobici,254 - Plaza Rafael Hernandez,14
17476407BAEcobici,104 - Federico Lacroze,7
17627509BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,23
17695950BAEcobici,017 - Plaza Almagro,19
17683417BAEcobici,181 - BILLINGHURST Y MANSILLA,19
17555593BAEcobici,177 -PLANETARIO,22
17464011BAEcobici,094 - GÚZMAN,8
17677916BAEcobici,361 - Plaza Don Segundo Sombra,13
17465337BAEcobici,023 - Suipacha,10
17663203BAEcobici,014 - Pacifico,8
17379203BAEcobici,390 - De Los Ombues,9
17612269BAEcobici,262 - Holmberg,16
17395765BAEcobici,215 - HOSPITAL ALVAREZ,16
17455478BAEcobici,161 - Humahuaca,16
17513525BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,14
17486664BAEcobici,160 - Godoy Cruz y Libertador,1
17563813BAEcobici,346 - Plaza Zapiola,14
17507769BAEcobici,147 - Constitución,0
17592427BAEcobici,257 - Plaza Francisco Ramirez,6
17411318BAEcobici,128 - PARQUE DEL BAJO,20
17550345BAEcobici,111 - MACACHA GUEMES,14
17627870BAEcobici,076 - Ayacucho,1
17599786BAEcobici,218 - Campana,17
17602647BAEcobici,300 - Jose Artigas,20
17560122BAEcobici,029 - Parque Centenario,18
17563270BAEcobici,251 - Solar de la Abadía,11
17478517BAEcobici,203 - Beiro,11
17546683BAEcobici,164 - FACULTAD DE INGENIERIA,8
17481883BAEcobici,074 - INSTITUTO LELOIR,16
17513757BAEcobici,037- Claudia Pía Braudracco,15
17502100BAEcobici,399 - GARCIA DEL RIO,16
17690332BAEcobici,345 - Plaza Mafalda,13
17446956BAEcobici,025 - Plaza Guemes,20
17379667BAEcobici,050 - Hospital Rivadavia,10
17549106BAEcobici,267 - Plaza 25 De Agosto,12
17678937BAEcobici,255 - BARRANCAS DE BELGRANO,15
17693610BAEcobici,008 - Congreso,17
17412426BAEcobici,121 - YATAY,22
17628757BAEcobici,118 - MEXICO,9
17608425BAEcobici,394 - Av. La Plata,11
17683042BAEcobici,099 - Malabia,19
17403280BAEcobici,167 - Hipólito Yrigoyen,8
17549411BAEcobici,033 - Facultad de Medicina,13
